id,target,smile
CHEMBL1221659,7.1,Cc1cc(N)nc(CCNC(=O)c2ccc(cc2)C#N)c1
CHEMBL59925,7.7,Cc1cc(C)nc(N)c1
CHEMBL2171036,8.3,COc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1540,2.97,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
CHEMBL23,8.08,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C
CHEMBL502343,9.4,NCCc1ccc(cc1)[N+](=O)[O-]
CHEMBL272551,5.6,O=S(=O)(N1CCN(Cc2ccccc2)CC1)c3ccccc3
CHEMBL477764,10.1,NCCc1ccc(Cl)cc1
CHEMBL2158815,9.1,OC(=O)C(N1CCC(CC1)N2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)c4ccccc4
CHEMBL2106940,3.5,COC(=O)c1cc2nc([nH]c2cc1C)[S+]([O-])Cc3ncccc3C
CHEMBL2144205,7.93,COc1cc2nc(nc(NCCN3CCOCC3)c2cc1OC)c4ccc(cc4)N5CCN(C)CC5
CHEMBL1739955,7.5,CN(C)CCn1cnc2N(C)C(=O)N(C)C(=O)c12
CHEMBL558,9.13,CC(N)COc1c(C)cccc1C
CHEMBL2171041,8.6,CN(C)c1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL393384,9,Clc1ccc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL1628227,8.5,CN(C)CCC=C1c2ccccc2COc3ccccc13
CHEMBL1192444,6.9,Nc1nc(cc2ccccc12)c3ccccc3
CHEMBL1689112,6.9,OC(=O)COc1ccc(cc1CN2CCN(CC2)C(=O)c3ccccc3)C(F)(F)F
CHEMBL235392,10,Clc1ccc(CN2CC3CNCC(C2)O3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5
CHEMBL107201,11,NC(=N)SCCc1cccc(CCSC(=N)N)c1
CHEMBL1689115,8.3,OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)Cc3ccccc3
CHEMBL8365,11,NC1=NC(Cc2ccsc12)C3CC3
CHEMBL2094588,9.1,Clc1ccc(cc1)C(=O)CN2C3=NCCN3c4ccccc24
CHEMBL163912,10.5,NC1CCc2c(O)c(O)ccc2C1
CHEMBL40268,8,NCCc1ccc(O)c(O)c1F
CHEMBL235581,10.1,Clc1ccc(CC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL1643200,6.2,Cc1cc(CN2Cc3ccccc3C[C@H]2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O
CHEMBL2171024,8.6,OC(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2158835,9.25,OC(=O)[C@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL301856,2.35,Nc1nc(O)c(Cl)c(n1)c2ccccc2
CHEMBL212777,2.6,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34
CHEMBL1221660,5.3,CCOC(=O)N1CCC(CC1)Nc2cc(Cl)ccn2
CHEMBL368636,9.13,NC1=NC(Nc2ccccc12)c3occc3
CHEMBL1079,7.52,Clc1ccc2nsnc2c1NC3=NCCN3
CHEMBL1346,8.3,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5
CHEMBL1266,10.6,C1CC(C2=NCCN2)c3ccccc3C1
CHEMBL645,9.87,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
CHEMBL546,9.69,CC(C)NCC(O)COc1ccccc1OCC=C
CHEMBL914,7.53,CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
CHEMBL4,8.1,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
CHEMBL2181927,4.68,CCOc1ncc(C)c2NC(=C([C@@H](c3ccc(cc3OC)C#N)c12)C(=O)N)C
CHEMBL383322,7.1,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
CHEMBL170176,10.47,CCOC(=O)N1CCC2(CC1)Nc3ccsc3C(=N2)N
CHEMBL894,8.4,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
CHEMBL640,9.29,CCN(CC)CCNC(=O)c1ccc(N)cc1
CHEMBL214350,3.5,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C(F)(F)F
CHEMBL1762470,8.5,NCC(Oc1cc(Cl)ccc1Cl)c2ccccc2
CHEMBL221579,5.5,CCc1nc2c(C)cc(C)nc2[nH]1
CHEMBL2158831,9.6,OC(=O)c1ccccc1CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL807,10.66,CC12CC3CC(C)(C1)CC(N)(C3)C2
CHEMBL1652588,,Cn1cncc1c2c3C(=O)N(CC#C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56
CHEMBL1200692,6.05,CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)O
CHEMBL85,8.49,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1
CHEMBL31,9.18,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O
CHEMBL370492,5.51,CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4
CHEMBL1231,7.5,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2
CHEMBL473,7.26,CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
CHEMBL235789,8.85,Clc1ccc(CN2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4
CHEMBL2171037,,CN(C)c1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1643194,5.6,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O
CHEMBL210884,2.4,COCCOc1nc(N)c2NC(=O)N(Cc3ccccc3)c2n1
CHEMBL1172,10,Clc1ccc2C(=C3CCNCC3)c4ncccc4CCc2c1
CHEMBL2158771,8.9,OC(=O)[C@H](Cc1ccc(cc1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL192307,7.3,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C
CHEMBL1189805,3.8,C(Sc1ccccc1)c2ccccn2
CHEMBL2171018,7.4,COc1cccc(c1)C(=O)NCCN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL1789187,9.5,NCC[C@@H](Oc1nc(ccc1C#N)C(F)(F)F)c2oncc2
CHEMBL6966,8.6,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC
CHEMBL2158829,9.3,OC(=O)COc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL174481,9.83,NC1=NC(Nc2ccccc12)c3ccccc3
CHEMBL305513,7.2,Nc1nc2ccccc2[nH]1
CHEMBL484,4.34,Nc1ncnc2c1ncn2CCOCP(=O)(O)O
CHEMBL2036568,6.17,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(N4CCOCC4)c(F)c3
CHEMBL1081917,6.7,Cc1cc(CN(CC(=O)Nc2ccc(Cl)cc2Cl)C3CCCCC3)ccc1OCC(=O)O
CHEMBL1762482,7,Cc1ccnc(NCc2ccccc2)c1
CHEMBL2325636,6.4,Nc1cc(ccn1)c2cc(ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4ncns4)C(F)(F)F
CHEMBL2180033,6.04,CC1=NC(N=C1N)(C2CC2)c3cccc(c3)c4cncc(Cl)c4
CHEMBL244521,9.91,CC(C)N1CCC[C@H](CN2C(=O)c3cc(ccc3N=C2C(C)C)c4ccc(F)cc4)C1
CHEMBL642,9.45,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C
CHEMBL32,9.51,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
CHEMBL174290,9.1,CCOC(=O)N1CCC2(CC1)Nc3cccc(F)c3C(=N2)N
CHEMBL1738761,10.3,NCC[C@@H](Oc1cc(Cl)ccc1C#N)c2ccccc2
CHEMBL311074,7.6,NC1=Nc2cccc3cccc(N1)c23
CHEMBL655,6.11,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12
CHEMBL1399563,6.8,COc1ccc(CNc2cc(C)ccn2)c(O)c1
CHEMBL2018954,8.8,COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c3ccc(C)cc3)cc1OCCN(C)C
CHEMBL1689116,7.8,OC(=O)COc1ccc(Cl)cc1CN2CCC(CC2)S(=O)(=O)c3ccccc3
CHEMBL2180027,5.83,COc1ccc(cc1C)C2(N=C(C)C(=N2)N)c3cccc(c3)c4cncnc4
CHEMBL2158823,8.7,OC(=O)c1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL112747,6.85,COc1ccnc(NC2CCN(CC2)C(=O)c3ccccc3)c1
CHEMBL9861,3.1,[O-][S+](Cc1ccccn1)c2nc3ccccc3[nH]2
CHEMBL174,7.7,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1441,4.4,CCc1cc(ccn1)C(=S)N
CHEMBL1689126,7,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3
CHEMBL106,2.72,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F
CHEMBL2207666,7.7,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL41,9.9,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2
CHEMBL296580,4.4,C(Sc1nc2ccccc2[nH]1)c3ccccn3
CHEMBL31088,10.9,CNCCc1ccc(O)c(O)c1
CHEMBL2158832,9.6,OC(=O)c1cccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)c1
CHEMBL1689109,6.8,OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccccc3
CHEMBL271703,4.2,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)cnc13
CHEMBL2171038,,Cc1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2171047,8.7,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(C)c4Cl
CHEMBL2018953,9,Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@H]5CCCCN5)c(Cl)c1
CHEMBL2000014,7.2,NC1=Nc2ccccc2Sc3ccccc13
CHEMBL33,8.14,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
CHEMBL2181926,2.22,CCOC(=O)C1=C(C)NC(=C([C@H]1c2cccc3C(=O)C=C(C)Oc23)C(=O)C)C
CHEMBL1484,7.26,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C
CHEMBL2171034,8.45,Fc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL1533437,4.2,C(Sc1nc2ccccc2[nH]1)c3ccccc3
CHEMBL1221607,8.73,NC1=NC(Nc2cccc(F)c12)c3cccs3
CHEMBL293391,7.8,Cc1ncc[nH]1
CHEMBL114500,7.1,COc1ccnc(NC2CCN(CC2)C(=O)c3ccc(cc3)C#N)c1
CHEMBL447183,8.4,NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14
CHEMBL2207663,7.5,Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2
CHEMBL659,8.21,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24
CHEMBL375166,3.4,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c(C)n[nH]c3C)c2C(=O)N4C[C@H](O)CO4
CHEMBL1622795,2,CON=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)c3csc(N)n3
CHEMBL637,9.64,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2
CHEMBL389685,4.5,c1cnc2[nH]ccc2c1
CHEMBL578,6.4,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
CHEMBL95804,9.35,CCN(CC)CCNC(=O)c1ccc(NS(=O)(=O)C)cc1
CHEMBL534,9,CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1
CHEMBL49,7.61,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4
CHEMBL563784,8.5,Clc1cnc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5CCNCC5
CHEMBL141,4.19,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2
CHEMBL2216859,8.26,CC(C)N1CCN(Cc2oc(nc2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)CC1
CHEMBL278255,9.1,NC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2Cl)C(=O)O
CHEMBL1789186,9.6,NCC[C@@H](Oc1cc(Cl)c(F)cc1C#N)c2ccccc2
CHEMBL359806,3.8,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1
CHEMBL378730,4.4,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(Cl)cccc34
CHEMBL2171035,8.2,Clc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2158826,8.9,OC(=O)Cc1cccc(c1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL354788,8.2,NC1=NC(Nc2c(F)ccc(F)c12)c3occc3
CHEMBL1405150,2.5,CCC(=O)NC(c1cccs1)c2cc(Cl)c3cccnc3c2O
CHEMBL1201187,9.66,CC(C)c1nnc(C)n1[C@@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)c5ccccc5
CHEMBL1299757,5.58,Nc1nc(nc(N)c1Cc2ccc(Cl)cc2Cl)c3ccccn3
CHEMBL450172,6.3,CC1=C(C)SC(=N)N1
CHEMBL2137199,6.45,OC(c1ccc(c(F)c1)c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)(C(F)(F)F)C(F)(F)F
CHEMBL11,9.17,CN(C)CCCN1c2ccccc2CCc3ccccc13
CHEMBL2158833,,OC(=O)c1ccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)cc1
CHEMBL1296,8.18,CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(=O)O
CHEMBL2158836,9.3,OC(=O)[C@@H](Cc1ccccc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL47529,5.6,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N
CHEMBL2158822,8.9,OC(=O)c1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL17157,8.8,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
CHEMBL430,8.6,CO\N=C\1/CN(CC1CN)c2nc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4
CHEMBL62083,7.6,Nc1nccc2ccccc12
