smiles,id,-logKd/Ki
[NH3+]CCCCC([NH3+])C(=O)[O-],1ozv,1.4399999999999999
[NH3+]CCCCc1ccccc1,1utp,1.4399999999999999
[NH3+]CCCc1ccccc1,1tnk,1.49
CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(O)C(OC3(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C2O)C1O,4bh4,1.49
O=C([O-])CCCC(=O)[O-],4lh3,1.52
O=C([O-])C(O)C(O)C(=O)[O-],3mwe,1.54
OCC1(F)OCC(O)C(O)C1O,4amw,1.55
OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,2b1q,1.5900000000000001
CCOC(=O)C(=O)N1CCCCC1,1w8m,1.6000000000000001
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],3itc,1.6000000000000001
O=S(=O)(O)CC[NH+]1CCOCC1,1a7t,1.6399999999999999
COC1(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)C[NH3+])O1,1hgj,1.6599999999999999
CC1OC(O)C(O)C(O)C1O,1rdj,1.6599999999999999
OCC1OC(SC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,2o9r,1.6799999999999999
C=C1CN(C2OC(CO)C(O)C2O)C(=O)NC1=O,4qsw,1.6799999999999999
CCC(=O)[O-],2sfp,1.7
O=C([O-])c1ccccc1O,3gf2,1.7
OCC1(O)OCC(O)C(O)C1O,3oay,1.7
Cn1c(=O)c2c(ncn2C)n(C)c1=O,3g6m,1.71
Nc1ccc(C(=O)[O-])cc1O,2hdr,1.72
CC(OC1OC(CO)C(O)C(O)C1O)C([NH3+])C(=O)[O-],3vzg,1.72
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,3zst,1.72
OCC1NC(=NO)C(O)C(O)C1O,1u2y,1.74
C=C1CN(C2CCC(CO)O2)C(=O)NC1=O,4qsx,1.74
CC(=O)NC1C(O)CC(OCC2OC(O)C(O)C(O)C2O)(C(=O)[O-])OC1C(O)C(O)CO,4bgx,1.77
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,2zgm,1.79
OCC1CC(O)C(O)C(OC2C(CO)OC(O)C(O)C2O)O1,1ga8,1.8
[NH3+]CCc1c[nH]cn1,3rxh,1.8
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,1af6,1.8200000000000001
NC(=[NH2+])c1ccccc1,1bra,1.8200000000000001
O=C([O-])C(O)C(O)C(=O)[O-],1d5r,1.8200000000000001
[NH3+]C1(C(=O)[O-])CCCC1,1y1m,1.8200000000000001
[NH3+]CCNc1nnc(-c2ccc(F)c(F)c2Nc2ccc(I)cc2F)o1,3eqb,1.8200000000000001
[NH3+]Cc1ccccc1-n1cccn1,4ahv,1.8200000000000001
CC(=O)NC1C(O)OC(CO)C(O)C1O,1rdn,1.8400000000000001
O=C(NCc1ccccc1)c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,1fd7,1.8500000000000001
[NH3+]Cc1ccc(CO)cc1,3khv,1.8500000000000001
[NH3+]C1CC1c1ccccc1,1tnl,1.8799999999999999
O=C([O-])CCC1CCCCC1,2ay2,1.8799999999999999
[NH3+]C(Cc1ccccc1)C(=O)[O-],1f2p,1.8999999999999999
Cc1cc(N)c(N)cc1Cl,4mrh,1.8999999999999999
CC(C)CC([NH3+])C(=O)[O-],1f2o,1.9099999999999999
Nc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,1efi,1.9199999999999999
CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O,3ehn,1.9199999999999999
CC(=O)NC1C(O)OC(CO)C(OC2OC(COC3(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C(O)C(O)C2O)C1O,4bh3,1.9199999999999999
O=C([O-])C(O)C(O)c1ccc(F)cc1,2rjr,1.9399999999999999
c1ccc2c(c1)CC[NH2+]C2,4mrf,1.95
[NH3+]CCc1ccccc1,1tnj,1.96
O=C1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,1wdq,1.98
NC(=[NH2+])Nc1ccc(C=O)cc1,1gbt,2.0
CC(=O)Nc1ccc(C(=O)[O-])cc1NC(=O)CO,1ing,2.0
NC(=[NH2+])c1ccccc1,2bmv,2.0
CS(=O)(=O)Nc1ccc(C(=O)[O-])cc1,2hds,2.0
C[NH+](C)CCCCC([NH3+])C(=O)[O-],2r58,2.0
CCc1c(C)[nH]n(-c2nnn[nH]2)c1=O,3g2y,2.0
O=C([O-])Cc1cccc(O)c1,3pce,2.0
CNC(=O)C1CC(O)CN1C(C)=O,4awj,2.0
Nc1csc2nccnc12,4ctk,2.0
Cc1onc(-c2ccccc2Cl)c1C(=O)NCC(=O)[O-],4kz5,2.0
CC1C=NC(=O)NC1=O,4qsu,2.0
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,4qsv,2.0
CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C1CCCN1C(=O)C(CCCC[NH3+])NC(=O)C1CCCN1C(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)[O-],2ks9,2.04
COC1OC(CO)C(SC2OC(CO)C(SC)C(O)C2O)C(O)C1O,1jfh,2.0499999999999998
O=C([O-])c1ccccc1S,4e4a,2.0499999999999998
CSCCC([NH3+])C(=O)[O-],1qq9,2.0600000000000001
COC1OC(C)C(O)C(O)C1O,1rdi,2.0600000000000001
CC(=O)NC1C(O)CC(C(=O)[O-])OC1C(O)C(O)CO,2zg3,2.0600000000000001
Cn1nc(-c2ccc3c(c2)OCO3)cc1N,3ao4,2.0699999999999998
CCCCCSc1nnc[nH]1,4b0c,2.0699999999999998
Cc1cc(C[NH3+])nn1C,3rxp,2.0800000000000001
C[NH2+]C1C(O)C(OC2C([NH3+])CC([NH3+])C(OC3OC(C(C)O)C(O)C(O)C3[NH3+])C2O)OCC1(C)O,1njj,2.1000000000000001
CC(=O)NC1C(O)CC(O)(C(=O)[O-])OC1C(O)C(O)CO,2zg1,2.1000000000000001
CCCNC(=O)OC1OC(CO)C(O)C(O)C1NC(C)=O,4aml,2.1000000000000001
CCOP(=S)(OCC)Oc1ccc([S+](C)O)cc1,3uf9,2.1099999999999999
OCC1OCC(F)C(O)C1O,1qx1,2.1200000000000001
CC(=O)Nc1ccsc1C(=O)[O-],3gv9,2.1200000000000001
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,1p2g,2.1299999999999999
CC(=O)NC1C(O)CC(OC2C(O)C(O)OC(CO)C2O)(C(=O)[O-])OC1C(O)C(O)CO,1uxb,2.1499999999999999
[NH3+]C1CCC(O)CC1,3rxg,2.1499999999999999
OCc1cc(-c2cccs2)on1,4b0j,2.1499999999999999
O=C([O-])CCCCc1ccccc1,2ay9,2.1600000000000001
CC(=O)c1ccc(N2CC(C(=O)[O-])CC2=O)cc1,3gqz,2.1699999999999999
O=C(Nc1ccn(C2CC(F)C(O)C(CO)O2)c(=O)n1)c1ccccc1,3l7d,2.1800000000000002
O=C([O-])CCc1ccc2c(c1)OCO2,4ahr,2.1899999999999999
O=C([O-])c1cccc2ccoc12,4ahs,2.1899999999999999
OCC1(F)OCC(O)C(O)C1O,4amx,2.1899999999999999
NC=CCC[NH2+]CCC[NH3+],4jdf,2.1899999999999999
Cc1cccc(N)c1N,4mre,2.1899999999999999
NC(=[NH2+])NCCCC1NC(=O)C2CCCN2C1=O,1w1v,2.2000000000000002
OCc1cccc(OCc2ccccc2)c1,4eh8,2.2000000000000002
CC1OC(=O)C(O)C(O)C1O,1x8d,2.21
OCCOCCOCCOCCOCCOCCOCCOCCOCCO,1icj,2.2200000000000002
CC1OC(O)C(O)C(O)C1O,2aac,2.2200000000000002
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],4aci,2.2200000000000002
O=C([O-])Cc1cc(O)ccc1O,1ajp,2.23
[NH3+]C(CO)C(=O)N1CCCC1C(=O)[O-],2igv,2.23
Cn1nc(N)cc1-c1cc(Br)c2c(c1)OCO2,3ao5,2.23
OCC1OC(O)C(O)C(O)C1O,1rdl,2.2400000000000002
O=C([O-])CCCc1cccs1,2ay8,2.2400000000000002
OC1C(O)C(O)C(O)C(O)C1O,2os9,2.2400000000000002
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1[NH2+]C1C=C(CO)C(O)C(O)C1O,1ukt,2.25
Oc1ccc2c(c1)OCO2,3ao1,2.2599999999999998
O=C(c1ccc(C(F)(F)F)cc1)N1CC2CC(C1)c1cccc(=O)n1C2,4eh9,2.2599999999999998
Cc1[nH]cnc1C[NH+]1CCc2ccccc2C1,4np2,2.2599999999999998
COC1(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1,1hge,2.27
[NH3+]CCc1ccccc1,1uto,2.27
O=C([O-])c1c[nH]c2ccccc12,4ahu,2.27
O=C([O-])C(=O)CO,4mfe,2.27
O=C1NC2C(O)C(O)C(O)C(CO)N2C1=O,1ps3,2.2799999999999998
COc1ccc(C([NH3+])C(F)(F)C(=O)[O-])cc1,2rjs,2.2799999999999998
O=C(c1ccncc1)c1ccc(F)cc1,3fu0,2.2799999999999998
Nc1ccc(CCC(=O)[O-])cc1,2ay1,2.29
O=C([O-])c1ccc2c(c1)OCO2,4ddk,2.29
O=C(c1ccc(Cl)cc1)N1CC2CC(C1)c1cccc(=O)n1C2,4ehv,2.29
c1ccc([As+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,1hyv,2.2999999999999998
CC(=O)Nc1ccc(C(=O)[O-])cc1NC(=O)C[NH3+],1inh,2.2999999999999998
Fc1nc(Cl)c2nc[nH]c2n1,1jdj,2.2999999999999998
Clc1nc(Br)nc2[nH]cnc12,1n1g,2.2999999999999998
CC(=O)NC1C(O)CC(OC2C(O)C(O)OC(CO)C2O)(C(=O)[O-])OC1C(O)C(O)CO,1uxa,2.2999999999999998
O=C1NCC(=O)N2CCCC12,1w1p,2.2999999999999998
O=C([O-])CCCc1ccccc1,2ay7,2.2999999999999998
CC(=O)Nc1sccc1C(=O)[O-],2hdu,2.2999999999999998
Nc1nnc(N)[nH]1,2xix,2.2999999999999998
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],3kgq,2.2999999999999998
Nc1nc2ccccc2s1,3mhw,2.2999999999999998
O=C([O-])Cc1ccc(O)cc1,3pcg,2.2999999999999998
Nc1cccc2cn[nH]c12,4b6e,2.2999999999999998
O=C([O-])c1cc(O)ccc1O,4e3d,2.2999999999999998
NS(=O)(=O)c1ccccc1,4jsz,2.2999999999999998
CC1OC(O)C(O)C(O)C1O,4led,2.2999999999999998
N#Cc1ccc(O)cc1F,4wh7,2.2999999999999998
[NH3+]C(c1ccc(O)cc1)C(F)(F)C(=O)[O-],2qve,2.3199999999999998
OC1C2CCC(O)([NH2+]2)C(O)C1O,4iie,2.3399999999999999
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1qi0,2.3500000000000001
O=C([O-])C1CCCCC1c1n[nH]c(S)n1,3gtc,2.3500000000000001
CC(C)CCC(=O)NC(Cc1ccccc1)C(=O)[O-],4k3k,2.3500000000000001
O=C1C=C(Nc2nnn[nH]2)CCC1,3g2z,2.3599999999999999
OCC1OC(SC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,4jck,2.3700000000000001
Clc1ccccc1-c1nnn[nH]1,4aj2,2.3799999999999999
CC(=O)NC(C(O)CC(O)C(=O)[O-])C(O)C(O)C(O)CO,1f73,2.3900000000000001
CC(=O)NCCSSCCNC(=O)C1CCC(NC(=O)c2nccnc2C(=O)[O-])CC1,1nwl,2.3900000000000001
COCCOc1cc(C)nc(N)n1,2wi1,2.3999999999999999
N=c1ccn(C2OC(CO)C(O)C(F)C2O)c(=O)[nH]1,3l7b,2.3999999999999999
O=C([O-])c1cccc(O)c1,3pcb,2.3999999999999999
COC1OC(CO)C(O)C(OC(=O)c2ccc(C)cc2)C1OC(C)=O,3t2t,2.3999999999999999
C[N+](C)(C)CCCC(=O)[O-],2wsx,2.4100000000000001
C[N+](C)(C)CCO,1oba,2.4399999999999999
CC(C)C([NH3+])C(=O)[O-],1t4s,2.4399999999999999
Nc1ncnc2c1ncn2C1OCC(O)C1O,2i2b,2.4399999999999999
OCc1nc2ccccc2[nH]1,2xiy,2.4399999999999999
[NH3+]CCC([NH3+])C(=O)[O-],3ked,2.4399999999999999
O=c1[nH]c(=O)n(C2OC(CO)C(O)C(F)C2O)cc1F,3l7c,2.4399999999999999
Nc1ncc[nH]1,3mjl,2.4399999999999999
CC(=O)NC(C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(N)=O)C(C)C)C(C)C,1gbq,2.46
OCC1OC(OC2(COC3(CO)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,2aez,2.46
O=c1ccn(C2OC(CO)C(O)C(F)C2O)c(=O)[nH]1,3l79,2.46
c1ccc(-c2nsc(N3CCC[NH2+]CC3)n2)cc1,4ah9,2.46
O=C([O-])c1ccc2nsnc2c1,4ddm,2.46
O=C(Nc1ccccc1)c1cccnc1,4eh6,2.46
O=C([O-])C=CC(=O)[O-],1tok,2.4700000000000002
[NH3+]CCCc1ccccc1,1utl,2.4700000000000002
OCC[NH+]1CC(O)C(O)C(O)C(O)C1,3rik,2.4700000000000002
CC([NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(C(=O)NC(CCCC[NH3+])C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)[O-])C(C)O)C(C)O,4gne,2.4700000000000002
O=C([O-])c1ccccc1,1gyx,2.48
O=C([O-])C(c1ccccc1)S(=O)(=O)[O-],1o4q,2.4900000000000002
CN(C)S(=O)(=O)c1ccsc1,4efk,2.4900000000000002
CCCCCC#Cc1cn(C2OC(CO)C(O)C(O)C2O)c(=O)[nH]c1=O,4ej2,2.4900000000000002
CC12CCC(C(=O)[O-])(OC1=O)C2(C)C,4kz7,2.4900000000000002
O=C([O-])Cc1ccc(O)c(O)c1,1ai4,2.5
O=C([O-])C1CC1C(=O)Nc1cc(F)ccc1F,3g30,2.5099999999999998
O=C([O-])c1ccc2occc2c1,4ctj,2.5099999999999998
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],1rq2,2.52
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1wdr,2.52
CSCC(=O)[O-],3ad7,2.52
CCC1C(=O)N(c2nnn[nH]2)N=C1C,3gr2,2.52
Nc1ncc(CCC([NH3+])C(=O)[O-])[nH]1,3mfv,2.52
O=C([O-])c1c(O)cccc1O,4e3f,2.52
[NH3+]C(CCC(=O)NC(CSCCN(CCCl)c1ccc(CCCC(=O)[O-])cc1)C(=O)NCC(=O)[O-])C(=O)[O-],4hj2,2.5299999999999998
CC(C)C(=O)[O-],1iup,2.54
Nc1nc2[nH]ccc2c(=O)[nH]1,1il3,2.5499999999999998
CC(C)CC([NH3+])C(=O)[O-],3b3s,2.5499999999999998
Cn1nc(-c2cccs2)cc1N,3ovn,2.5499999999999998
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1gwv,2.5699999999999998
OCC(O)C1OC(O)C(O)C(O)C1O,2ria,2.5699999999999998
C[Se]C1OC(C)C(O)C(O)C1O,2wq4,2.5699999999999998
[NH3+]Cc1ccc(C(=O)[O-])cc1,3kgp,2.5699999999999998
O=C([O-])CCc1c[nH]c2ccccc12,2ay5,2.5899999999999999
FC(F)(F)C(Cl)Br,2jst,2.5899999999999999
O=C([O-])C1CC(=O)N(c2ccccc2O)C1,3gvb,2.5899999999999999
[NH3+]C(CC(=O)[O-])C(=O)[O-],4o3a,2.5899999999999999
[NH3+]C(CC(=O)[O-])C(=O)[O-],4o3c,2.5899999999999999
O=C([O-])C(C(=O)[O-])c1ccccc1,1o4p,2.6000000000000001
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],2c4v,2.6000000000000001
C[NH2+]CCCCC([NH3+])C(=O)[O-],2r5a,2.6000000000000001
C[NH2+]CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,3gwv,2.6000000000000001
Nc1ccncc1,3rxf,2.6000000000000001
COc1ccc2nc(N)sc2c1,4up5,2.6000000000000001
O=C([O-])CCC(=O)[O-],1cze,2.6200000000000001
O=C1NC(Cc2ccc(O)cc2)C(=O)N2CCCC12,1w1y,2.6200000000000001
CC(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(NC(=O)C(CO)NC(=O)C(CCC(=O)[O-])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C([NH3+])Cc1ccccc1)C(C)O)C(C)O)C(=O)NC(CCCC[NH3+])C(=O)[O-],2kfh,2.6200000000000001
Cc1cc(C[NH3+])c(C)o1,3rxl,2.6200000000000001
NC(=O)CCC([NH3+])C(=O)[O-],4lnf,2.6200000000000001
NC(=O)CCC([NH3+])C(=O)[O-],4lno,2.6200000000000001
O=C([O-])Cc1ccc([N+](=O)[O-])cc1,1ajn,2.6299999999999999
ClCCCl,1g5f,2.6400000000000001
CN1CCCC1=O,3p1d,2.6400000000000001
O=C([O-])c1ccc(-c2ccccc2)nc1,4i8x,2.6400000000000001
Nc1nc(O)c(N)c(O)n1,1il5,2.6600000000000001
NC(=[NH2+])NCCCC(=O)[O-],3rxb,2.6600000000000001
[NH3+]C(CCC(=O)NC(CS)C(=O)NCC(=O)[O-])C(=O)[O-],3lvw,2.6699999999999999
COC1(C(=O)[O-])CC(OC(C)=O)C(NC(C)=O)C(C(O)C(O)CO)O1,1hgi,2.6800000000000002
C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,2q72,2.6800000000000002
COC(=O)C1CC([NH3+])C[NH+]1C,3rxk,2.6800000000000002
Oc1ccc2[nH]ccc2c1,4b3c,2.6800000000000002
Cc1ccc2[nH]ccc2c1,4b3d,2.6800000000000002
N=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F,3elc,2.6899999999999999
Nc1nc2ncc(C(O)C(O)CO)nc2c(=O)[nH]1,1br5,2.7000000000000002
[NH3+]C1C(OC2C(O)C(O)C(O)C(O)C2O)OC(CO)C(O)C1O,1gym,2.7000000000000002
OCC1OC(SC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,1lt5,2.7000000000000002
O=c1[nH]cnc2cn[nH]c12,1tc1,2.7000000000000002
CCCCC(=O)[O-],1ylv,2.7000000000000002
CC(=O)OCC[N+](C)(C)C,2ha4,2.7000000000000002
CCC(C)C(NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CC(=O)[O-])C(=O)NC(C)C(=O)NC(CCSC)C(=O)NC(CCSC)C(=O)NC(CCC(N)=O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)[O-],2krd,2.7000000000000002
Nc1nccc2ccccc12,2ohk,2.7000000000000002
OC1C[S+]2CCCC(O)C2C1O,2ow6,2.7000000000000002
CCC(=O)C(=O)[O-],2uyn,2.7000000000000002
[NH3+]CCc1ccc(O)cc1,3bra,2.7000000000000002
Nc1ccccc1OCc1cccnc1,3ftz,2.7000000000000002
C[NH2+]Cc1ccccc1-c1cccs1,3fud,2.7000000000000002
Fc1ccc2[nH]ccc2c1,3fuf,2.7000000000000002
Oc1ccc2[nH]ccc2c1,3fuh,2.7000000000000002
C[NH+]1CCN(c2ccccc2C=NNC(N)=S)CC1,3gk2,2.7000000000000002
CC(C(=O)[O-])N1C(=O)C2C3CCC(C3)C2C1=O,3gsg,2.7000000000000002
CCCc1cc(=O)[nH]c(=[NH2+])[nH]1,3hvg,2.7000000000000002
CC(=O)OCC[N+](C)(C)C,3rqw,2.7000000000000002
[NH3+]C(CCCCB(O)O)(C(=O)[O-])C(F)F,3sl0,2.7000000000000002
C=CC[NH+](Cc1ccccc1C(=O)NC(C)CC)Cc1ccc2c(c1C(=O)[O-])OCC(CCC(=O)[O-])O2,3zsw,2.7000000000000002
CCC(C)NC(=O)c1ccccc1C[NH+](C)Cc1ccc2c(c1C(=O)[O-])OCO2,3zsz,2.7000000000000002
COc1ccc(CNC(=O)c2ccccc2C[NH2+]Cc2ccc3c(c2C(=O)[O-])OCO3)cc1,3zt1,2.7000000000000002
O=C1c2ccc(S(=O)(=O)[O-])cc2C(=O)c2ccc(S(=O)(=O)[O-])cc21,4h4b,2.7000000000000002
C=C1CSC(C([NH3+])C(=O)[O-])N=C1C(=O)[O-],4okp,2.7000000000000002
[NH3+]C(C(=O)[O-])C1N=C(C(=O)[O-])CCS1,4old,2.7000000000000002
CC[B+]O,4wks,2.7000000000000002
O=C1CCN(c2cccc([N+](=O)[O-])c2)C(=O)N1,4kpz,2.71
O=C([O-])CCCC(=O)[O-],3p4r,2.7200000000000002
O=S(=O)(O)CC[NH+]1CC[NH+](CCO)CC1,1dg9,2.7400000000000002
CC(=O)NC1C(O)CC(O)(C(=O)[O-])OC1C(O)C(O)CO,2qwb,2.7400000000000002
C[NH2+]CCCCC([NH3+])C(=O)[O-],2vyt,2.7400000000000002
O=C([O-])C(O)C(=O)[O-],4m6u,2.7400000000000002
COC1OC(CO)C(O)C(O)C1O,4ndu,2.7400000000000002
C=CS(=O)(=O)[O-],1rql,2.75
NC(=[NH2+])NCCCC([NH3+])C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)[O-],1ny2,2.7599999999999998
CC(O)C(C)(O)C(=O)[O-],4bt5,2.7599999999999998
CC(=O)Oc1c(C)cccc1C(=O)[O-],3fcq,2.77
CN(C)C(=[NH2+])NCCCC([NH3+])C(=O)[O-],4a4h,2.77
CN(C)S(=O)(=O)c1ccsc1,4g5y,2.77
NS(=O)(=O)c1cc(Cl)sc1C(=O)[O-],4kz3,2.77
C=NCCCC,2yiv,2.7799999999999998
c1ccc(NCc2cccnc2)cc1,3ftw,2.7799999999999998
O=C1CN(c2ccccc2)S(=O)(=O)N1,2bge,2.7999999999999998
[NH3+]Cc1ccccc1,2bza,2.7999999999999998
O=C1Cc2ccccc2C1=Cc1ccc2c(c1C(=O)[O-])OCO2,3zt4,2.7999999999999998
CCn1c(O)cc(=O)n(CC)c1=S,4kz8,2.7999999999999998
O=C(c1ccccc1)N1CCCCC1,4eh4,2.8100000000000001
[NH2+]=C1N=C2NCC(CNc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)N(C=O)C2C(=O)N1,4oyt,2.8100000000000001
O=C([O-])CCCC(=O)[O-],1czc,2.8199999999999998
Cn1c(=O)c2[nH]cnc2n(C)c1=O,2a3a,2.8199999999999998
OCC(O)C1OC(O)C(O)C(O)C1O,2rib,2.8199999999999998
CC(C)=CC[n+]1cnc(N)c2nc[nH]c21,2w6z,2.8199999999999998
Nc1ncc(C=CC(=O)[O-])cn1,2xj0,2.8199999999999998
O=C([O-])CCC(O)C(=O)[O-],2yc0,2.8199999999999998
Clc1ccc2[nH]ccc2c1,3fue,2.8199999999999998
COc1ccc(S(N)(=O)=O)cc1,3lka,2.8199999999999998
CC1[NH2+]CCC(C(=O)[O-])[NH2+]1,3ppr,2.8199999999999998
c1ccc2[nH]cnc2c1,4dsu,2.8199999999999998
Oc1ccccc1O,4k7i,2.8199999999999998
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,4pb1,2.8199999999999998
Nc1nc(-c2ccc(O)cc2)cs1,3fu3,2.8399999999999999
O=C1Cc2ccccc2C1=Cc1ccc2c(c1C(=O)[O-])OCO2,3zt2,2.8399999999999999
[NH3+]CCCCCC(=O)NC1Cc2ccccc2C1Cc1ccc2c(c1C(=O)[O-])OCO2,4cgj,2.8399999999999999
Nc1nc2cc[nH]c2c(=O)[nH]1,1il4,2.8500000000000001
[NH3+]C1CCCCCC1,3atk,2.8500000000000001
CNC(=O)NC,3k3g,2.8500000000000001
[NH3+]C1CCCCCC1,3rxa,2.8500000000000001
O=C1Nc2ccccc2C12CC[NH2+]C2,3udh,2.8500000000000001
O=C([O-])c1ccc(-c2ccc(F)c(Cl)c2)o1,4luv,2.8500000000000001
O=C([O-])c1c(C=C2c3ccccc3CC2O)ccc2c1OCO2,3zt3,2.8599999999999999
