smiles,id,-logKd/Ki
CCOC(=O)C=Cc1ccc(O)c(O)c1,4gqq,2.8900000000000001
CC(C(=O)[O-])N(c1ccccc1)S(C)(=O)=O,4kzb,2.8900000000000001
Cc1cc(C)nc(N)n1,4llx,2.8900000000000001
OCC(CO)(CO)[NH2+]CCC[NH2+]C(CO)(CO)CO,3c2u,2.8999999999999999
O=C([O-])CNC(=O)C(=O)[O-],1h2k,2.9199999999999999
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],2fw6,2.9199999999999999
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,3alt,2.9199999999999999
Cn1cnc(N)c2ncnc1-2,4ai5,2.9199999999999999
O=C([O-])CCc1ccc2c(c1)OCO2,4ef6,2.9199999999999999
CC(=O)c1ccc2c(c1)OCCO2,4lm3,2.9199999999999999
CCN1CNS(=O)(=O)c2cnccc21,4u4s,2.9199999999999999
[NH3+]CC1CCCCC1,1tng,2.9300000000000002
CC(=O)NC1C(O)OC(CO)C(O)C1O,2vmc,2.9399999999999999
Cc1ccc(S(=O)(=O)N2CCCC2C(=O)[O-])cc1,1f4e,2.96
O=c1c2c3c(sc2ncn1Cc1nn[nH]n1)CCCC3,3g34,2.96
COc1ccc2[nH]ccc2c1,3imc,2.96
Cc1[nH]c2cc(Cl)cc(Cl)c2c1CC[NH3+],4dst,2.96
Nc1cccc2c1CC[NH2+]C2,4mrg,2.96
Nc1c(F)cccc1C(=O)[O-],4owm,2.96
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CC[NH+](C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2hw2,2.9700000000000002
C=CC[NH+](Cc1ccccc1C(=O)NCc1ccc(OC)cc1)Cc1ccc2c(c1C(=O)[O-])OCC(CCC(=O)[O-])O2,4ceb,2.9700000000000002
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,3ckb,2.98
O=C([O-])Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccccc3Cl)C2c2ccccc2Cl)cc1,4ibc,2.98
O=C([O-])CCc1cccc(C(=O)[O-])c1,4bps,2.9900000000000002
O=C([O-])C(O)CC(O)C(O)C(=O)[O-],1ecq,3.0
COC1OC(CO)C(O)C(O)C1O,1ws4,3.0
O=C([O-])C(Cl)Cl,2q8h,3.0
[NH3+]C(CO)C(=O)[O-],2v3u,3.0
O=C([O-])c1cc2ccccc2o1,3ime,3.0
c1ccc2[nH]ncc2c1,4b2i,3.0
COC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O,4k0o,3.0
Cc1nc(=O)c2ccccc2[nH]1,4llk,3.0
[NH3+]CCc1ccccc1,1utm,3.0099999999999998
COC1OC(CO)C(O)C(O)C1O,2vmd,3.02
OC1COC(O)C(O)C1O,1ogd,3.0299999999999998
C[N+](C)(C)CCO,2ha3,3.0299999999999998
[NH3+]CCc1c[nH]c2ccc(O)cc12,3adv,3.0299999999999998
OCc1ccc2c(c1)OCCO2,4lm2,3.0299999999999998
NC(=[NH2+])c1ccccc1,1rtf,3.04
COC1OC(CO)C(O)C(NC(=O)c2ccc(C)cc2)C1OC(=O)c1ccc(C)cc1,3t1m,3.04
Cc1ccccc1,4i7k,3.04
O=c1[nH]cnc2ccccc12,4lm4,3.04
CC(=O)NC(CCC(=O)C(=O)[O-])C(O)C(O)C(O)CO,1f74,3.0499999999999998
O=C([O-])C1COc2ccccc2O1,4g5f,3.0499999999999998
CCCCOc1ccc2cc(S(=O)(=O)NC(CCC(=O)[O-])C(=O)[O-])ccc2c1,2jfh,3.0600000000000001
O=C([O-])C(=O)[O-],3mof,3.0699999999999998
[NH3+]C1(C(=O)[O-])CCC1,1y1z,3.0800000000000001
O=C([O-])C(O)C(O)C(O)C(=O)NO,1ec9,3.1000000000000001
CCN(CC)C(=O)c1ccc(O)c(OC)c1,2xdl,3.1000000000000001
CC([NH3+])Cc1ccc(O)cc1,3buf,3.1000000000000001
FC(F)OC(Cl)C(F)(F)F,3f78,3.1000000000000001
COc1ccc(CNC(=O)c2cc3c(cc2C[NH+](C)Cc2cccc(OC)c2C(=O)[O-])OCO3)cc1,4cjr,3.1000000000000001
CC1CCCC(C(=O)[O-])N1C(=O)CCS,4kz6,3.1000000000000001
O=C([O-])c1ccccc1C(=O)[O-],3c2r,3.1099999999999999
CC(O)C(C)(O)C(=O)[O-],4bt3,3.1200000000000001
[NH3+]CCCCCC(=O)NC1Cc2ccccc2C1Cc1ccc2c(c1C(=O)[O-])OCO2,4cgi,3.1200000000000001
CC(=O)NC1C(O)OC(CO)C(O)C1O,1ax0,3.1299999999999999
CC(=O)NC1C(NC(N)=[NH2+])C=C(C(=O)[O-])OC1C(O)C(O)CO,2ya7,3.1400000000000001
Nc1nc2ccccc2s1,4b34,3.1400000000000001
OCC1C(O)C(O)C(O)c2nn[nH][n+]21,1e6q,3.1499999999999999
O=C([O-])C1COc2ccccc2O1,4de5,3.1499999999999999
Cc1nn(C)c2sc(C(=O)[O-])cc12,4fzj,3.1499999999999999
O=C([O-])c1ccc(-c2ccc(F)c(Cl)c2)o1,4lw1,3.1499999999999999
[NH3+]CCc1c[nH]c2ccc(O)cc12,2ymd,3.1600000000000001
[NH3+]C(CCC(=O)NC(CS)C(=O)NCC(=O)[O-])C(=O)[O-],1lbk,3.1800000000000002
CCc1cc(CC[NH3+])ccc1O,3bug,3.1800000000000002
CC(=O)NC1C(O)CC(OCC2OC(O)C(O)C(O)C2O)(C(=O)[O-])OC1C(O)C(O)CO,4gzx,3.1899999999999999
Nc1nc2ncc(CNc3ccc(C(=O)[O-])cc3)nc2c(=O)[nH]1,1br6,3.2200000000000002
OCC1NC(=NO)C(O)C(O)C1O,1e6s,3.2200000000000002
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1[NH2+]C1C=C(CO)C(O)C(O)C1O,1k1y,3.2200000000000002
O=C([O-])CCc1ccccc1,1tog,3.2200000000000002
OC1COCC(O)C1O,2ri9,3.2200000000000002
Cn1c(=O)c2nc(Cl)[nH]c2n(C)c1=O,2uy3,3.2200000000000002
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,3aru,3.2200000000000002
Cc1ncc2c(n1)N(C)C(=O)C(=N)C2,4n5d,3.2200000000000002
C[NH+](Cc1ccccc1C(=O)NCC1CCCCC1)Cc1ccc2c(c1C(=O)[O-])OCO2,3zsy,3.23
O=[N+]([O-])c1cccc2ncccc12,4lm1,3.23
OCC1[NH2+]CC(O)C(O)C1O,3qfz,3.2400000000000002
COC(=O)C([NH3+])Cc1c[nH]c2ccccc12,4b2l,3.2400000000000002
NC(=[NH2+])c1ccccc1,1v2j,3.25
O=[N+]([O-])c1ccc2n[nH]cc2c1,4lm0,3.25
COC1OC(CO)C(O)C(OC(=O)c2ccc(C)cc2)C1OC(C)=O,3t1l,3.2599999999999998
OC(O)(C(F)(F)F)C(F)(F)F,5yas,3.2599999999999998
Nc1ncnc2c1ncn2C1OC(CSCCC(O)CO)C(O)C1O,3ioe,3.27
Nc1ccc2cc3ccc(N)cc3nc2c1,1bcu,3.2799999999999998
O=C(Nc1ccc(Cl)cc1)ON=C1NC(CO)C(O)C(O)C1O,3d52,3.2799999999999998
C=CC[NH+](Cc1ccccc1C(=O)NCc1ccccc1)Cc1ccc2c(c1C(=O)[O-])OCO2,3zsx,3.2799999999999998
CC(=O)CCO,1d7j,3.2999999999999998
O=S(=O)([O-])CC[NH2+]C1CCCCC1,2vw2,3.2999999999999998
Clc1ccc(-c2noc(C3CCC[NH2+]C3)n2)cc1,3hcm,3.2999999999999998
COc1ccc2c(CC(=O)[O-])coc2c1,4ddh,3.2999999999999998
ON1CC=CCC1=S,4jss,3.2999999999999998
Oc1ccnc2cc(Cl)ccc12,4mrw,3.2999999999999998
O=[N+]([O-])c1ccc2nc[nH]c2c1,4msa,3.2999999999999998
Cc1nc[nH]c1C[NH+]1CCc2cccc(N)c2C1,4np3,3.2999999999999998
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],1i2s,3.3100000000000001
N#CC(CNc1ccc(Nc2ccccc2)cc1)c1nn[nH]n1,1pzp,3.3100000000000001
Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nnn[nH]2)cc1,1pzo,3.3199999999999998
O=C1N=CC(I)C(=O)N1,2wk6,3.3199999999999998
CC(C)CC(CNC(=O)c1cccnc1)Cc1ccc2c(c1C(=O)[O-])OCO2,4cjp,3.3199999999999998
c1ccccc1,4i7j,3.3199999999999998
Cc1ccccc1C,188l,3.3300000000000001
Clc1cccc(Cl)c1[NH+]=C1NCCN1,2pnc,3.3300000000000001
[NH3+]Cc1ccc2occc2c1,4ab9,3.3300000000000001
Nc1cccc(Oc2ccccn2)c1,4b0b,3.3300000000000001
CCC(=O)C(=O)[O-],4b5t,3.3300000000000001
CC(O)C(=O)[O-],4b5w,3.3300000000000001
Oc1ccc2ccccc2c1,4b32,3.3399999999999999
CC(O)C(C)(O)C(=O)[O-],4bt4,3.3399999999999999
O=C([O-])c1cccnc1C(=O)[O-],3c2o,3.3500000000000001
O=C([O-])C1CCC(C(=O)[O-])CC1,3pwk,3.3500000000000001
Nc1nc(S)nc2[nH]ncc12,4lkq,3.3500000000000001
CCCCCCCCCC(=O)NC1CCSC1=O,2vc7,3.3599999999999999
CC(C)CC(CNC(=O)c1ccncc1)Cc1ccc2c(c1C(=O)[O-])OCO2,4cj4,3.3599999999999999
Cc1ccc(C)cc1,187l,3.3700000000000001
[NH3+]Cc1ccc(F)cc1,1tnh,3.3700000000000001
NC(=[NH2+])c1ccccc1,1v2u,3.3700000000000001
Cc1cn(C2CC(O)C(C[NH+]3CCCC3)O2)c(=O)[nH]c1=O,3d8z,3.3700000000000001
CC(=O)NC1C(O)OC(CO)C(O)C1O,3n35,3.3700000000000001
Oc1cccc2ccccc12,4b33,3.3700000000000001
COC1(C(=O)[O-])CC(O)C(NC(=O)CO)C(C(O)C(O)CO)O1,3tay,3.3799999999999999
O=C([O-])CCc1ccccc1,1toj,3.3900000000000001
Cc1cn(C2CC(N=[N+2]#N)C(CO)O2)c(=O)[nH]c1=O,4lhm,3.3900000000000001
CC(=O)NC1C(O)C=C(C(=O)[O-])OC1C(O)C(O)C[NH3+],1f8d,3.3999999999999999
COCCOCCOCCOc1ccc(C(C)(C)CC(C)(C)C)cc1,1ikt,3.3999999999999999
c1ccccc1,1l83,3.3999999999999999
O=C1NCC(CO)C(O)C1O,1uz4,3.3999999999999999
Cc1cn(C2CC(O)C(C[NH+]3CCCCC3)O2)c(=O)[nH]c1=O,3d8y,3.3999999999999999
CC(O)C(NC(=O)C(CCCC[N+](C)(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)[O-],3jzh,3.3999999999999999
[NH3+]Cc1cccc(-n2cccn2)c1,4abe,3.3999999999999999
CC(=O)NC1C(O)C=C(C(=O)[O-])OC1C(O)C(O)CO,2sim,3.4199999999999999
Nc1ncnc2c1ncn2C1OC(CS)C(O)C1O,3iob,3.4199999999999999
Nc1[nH]c(N)c2ccccc12,4llj,3.4199999999999999
Nc1cc(F)ccc1C(=O)[O-],4n8q,3.4199999999999999
Nc1ncnc2c1ncn2C1OC(C(O)NS(=O)(=O)CC2C(CO)OC(n3ccc(=O)[nH]c3=O)C2O)C(O)C1O,2xog,3.4300000000000002
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,3axz,3.4300000000000002
CC(NC(=O)C(C)NC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)[O-],3nik,3.4500000000000002
Nc1cccc(-c2nc(-c3ccccc3)n[nH]2)c1,4tz2,3.46
O=C(NC1=CCc2[nH]c(Cc3c[nH]c4ccccc34)nc2C1)C1CCC[NH2+]1,4epy,3.4700000000000002
Nc1nc2ccc(C(=O)NCC(=O)[O-])cc2s1,4h42,3.4700000000000002
COC1(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)CO)O1,2p3i,3.48
[NH3+]C(CCC(=O)NC(CSSCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-],3gx0,3.48
O=[N+]([O-])c1ccc2nn[nH]c2c1,3nyd,3.48
Cc1ccc(O)c(O)c1,4k7n,3.48
NC(=[NH2+])c1ccccc1,1c5o,3.4900000000000002
[NH3+]Cc1ccccc1,1utn,3.4900000000000002
CC(=O)N1CCCC1C(=O)[O-],4avs,3.4900000000000002
CC(=O)C(=O)[O-],4b5s,3.4900000000000002
Brc1cnc[nH]1,4i7p,3.5
CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C(O)C2NC(C)=O)C1O,2r0h,3.5099999999999998
Nc1ncnc2[nH]cnc12,1jys,3.52
CC(=O)NC1C(O)C=C(C(=O)[O-])OC1C(O)C(O)CO,2vw1,3.52
Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O,3lcu,3.52
Nc1ncc(CC([NH3+])C(=O)[O-])[nH]1,3mfw,3.52
CC=CC=C=C1CN(C2OC(CO)C(O)C(O)C2O)C(=O)NC1=O,4eky,3.52
Cc1ccnc(N)c1[N+](=O)[O-],4mrz,3.52
c1ccc2[nH]ccc2c1,185l,3.54
CC(C)CC(NC(=O)C1CCCN1C(=O)C(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(NC(=O)C1CCC[NH2+]1)C(C)O)C(C)C)C(=O)[O-],3obq,3.54
COC(=O)C(Cc1cccc(C(N)=[NH2+])c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1,1v2r,3.5499999999999998
CC(=O)NC1C(O)C=C(C(=O)[O-])OC1C(O)C(O)CO,2qwc,3.5499999999999998
COc1ccc(CC(C(=O)[O-])C(=O)[O-])cc1OC,4aji,3.5499999999999998
CC(C)N=CC(O)COc1cccc2ccccc12,1h46,3.5699999999999998
CC1=NC2C(OC(CO)C(O)C2O)S1,1np0,3.5699999999999998
[NH3+]C(CCC(=O)[O-])C(=O)[O-],3ff3,3.5699999999999998
C[NH+]1CCN(c2cccc(C[NH3+])c2)CC1,4abg,3.5699999999999998
CC(C)CC(CNC(=O)CCC[NH3+])Cc1ccc2c(c1C(=O)[O-])OCO2,4ck3,3.5699999999999998
Cc1cc(C)c(C2C(C(=O)c3cccs3)=C(O)C(=O)N2c2ccc(CC(=O)[O-])cc2)cc1C,4ibb,3.5699999999999998
[NH3+]C1CC(O)C(O)C1O,3dx1,3.5800000000000001
Nc1ncnc2nc[nH]c12,1nli,3.5899999999999999
CC(C)CC(CNC(=O)Cc1c[nH]c2ccccc12)Cc1ccc2c(c1C(=O)[O-])OCO2,4cjq,3.5899999999999999
CSCS(C)=O,1d7i,3.6000000000000001
CC1OC(OC2C(CO)OCC(O)C2O)C(O)C(O)C1[NH2+]C1C(O)C(C)C(O)C(O)C1O,2qpu,3.6000000000000001
Nc1nccc(-c2cccnc2)n1,2xdk,3.6000000000000001
CC(=O)NC1C(OC(C)C([NH3+])C(=O)[O-])OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O,3afk,3.6000000000000001
[NH3+]C(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-],3b3x,3.6000000000000001
CCCC(CCC)C(N)=O,3g0i,3.6000000000000001
[NH3+]CCCC([NH3+])C(=O)[O-],3jdw,3.6000000000000001
CC(=O)NC1C(Oc2ccc([N+](=O)[O-])cc2)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O,3m3o,3.6000000000000001
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(C(=O)NC(C)C(N)=O)C(C)O,4b3b,3.6000000000000001
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1[NH2+]C1C=C(CO)C(O)C(O)C1O,3jzj,3.6099999999999999
COc1ccc(CO)c2nc3cccc(C(=O)[O-])c3nc12,3sk2,3.6099999999999999
[NH3+]C1CONC1=O,1pb9,3.6200000000000001
CNC(=O)C1CC(O)CN1C(=O)Cc1cc(C)no1,4bkt,3.6200000000000001
CCc1c(C(=O)Nc2cc(S(=O)(=O)N(CC)CC)ccc2O)[nH]c(C)c1C(C)=O,4lyw,3.6299999999999999
O=C([O-])C(F)=Cc1ccc(O)cc1,1gyy,3.6400000000000001
O=C([O-])COc1c(C(=O)[O-])sc2ncccc12,2azr,3.6400000000000001
O=C([O-])C1(O)CC(O)C(O)C(O)C1,4iuo,3.6400000000000001
C[NH+](C)Cc1cc(I)cc(I)c1O,4agl,3.6499999999999999
Nc1nc(CCc2ccccc2)cc(=O)[nH]1,2v00,3.6600000000000001
[NH3+]CCc1ccc(O)c(C2CCCCC2)c1,3buh,3.6600000000000001
O=C([O-])C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,3oy8,3.6600000000000001
O=C([O-])Cc1ccc(O)c(O)c1,3pcn,3.6600000000000001
Cn1cnc(N)c2ncnc1-2,4aia,3.6600000000000001
COc1ccc(CNC(=O)c2cc3ccccc3cc2C[NH+](C)Cc2cccc(OC)c2C(=O)[O-])cc1,4cig,3.6699999999999999
Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccccc3)C2c2cc(Br)cs2)cc1C(=O)[O-],4ibd,3.6699999999999999
Nc1nc2[nH]c(I)nc2c(=O)[nH]1,1c3x,3.6800000000000002
CC(=O)NC1C(OC2C(O)C(O)OC(CO)C2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)OC(CO)C(O)C1O,2x6x,3.6800000000000002
Nc1ncnc2c1ncn2C1OC(CSSCc2ccccc2)C(O)C1O,3ioc,3.6800000000000002
COc1ccc2[nH]c(C(=O)NS(C)(=O)=O)cc2c1,3isj,3.6800000000000002
O=C([O-])C(Oc1ccc(Br)cc1)C(=O)[O-],4aje,3.6800000000000002
[NH3+]C(Cc1ccccc1)C(=O)[O-],4io7,3.6800000000000002
O=C([O-])CC12OC3C=CC[NH2+]C3C1C(=O)NC2C(=O)[O-],4isu,3.6800000000000002
Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1,2a8g,3.6899999999999999
O=c1ccn(C2OC(C[NH+]3CCCC3)C(O)C2O)c(=O)[nH]1,3d7b,3.6899999999999999
COC(=O)c1cc(N)cc(-c2c(C)noc2C)c1,4tte,3.6899999999999999
O=C([O-])CC(Cc1ccccc1)C(=O)[O-],1wht,3.7000000000000002
NC(=[NH2+])Nc1ccc(CC(NC(=O)CSc2ccc(Cl)cc2)C(N)=O)cc1,2bvr,3.7000000000000002
Nc1nc2ccccc2[nH]1,2fx6,3.7000000000000002
CC1(C)NC(=[NH2+])N(Cc2cccc(Cl)c2)C1=O,3l59,3.7000000000000002
O=C([O-])C1(O)C=CC(O)C(O)C1,3n7a,3.7000000000000002
O=C1c2ccccc2C(=O)N1CCc1nn[nH]n1,3g32,3.71
O=C([O-])Cc1cccc([N+](=O)[O-])c1,1ai5,3.7200000000000002
O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-],1grp,3.7200000000000002
C=CCOC1(C(=O)[O-])CC(OC2(C(=O)[O-])OC(C(O)CO)C(O)C(O)C2O)C(O)C(C(O)CO)O1,2r23,3.7200000000000002
OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C(O)C1O,3f5l,3.7200000000000002
CC(C)CC([NH3+])C(=O)NO,4tln,3.7200000000000002
CC(=O)NCCCCC(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CCCNC(N)=[NH2+])NC(C)=O)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,4fz3,3.73
NC(=[NH2+])c1ccccc1,1f5k,3.7400000000000002
CN(C)c1ccc(O)c2c1CC1CC3C([NH+](C)C)C(O)C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,2wq5,3.7400000000000002
O=C(Cn1cc(-c2ccccc2)nn1)NC1OC(CO)C(O)C(O)C1O,2pyi,3.75
O=c1ccn(C2OC(C[NH+]3CCOCC3)C(O)C2O)c(=O)[nH]1,3d6p,3.75
[NH3+]CC1C(O)C(O)C2C(O)CC[NH+]12,2x09,3.7599999999999998
O=c1ccn(C2OC(C[NH+]3CCCCC3)C(O)C2O)c(=O)[nH]1,3d6q,3.7599999999999998
